zip,donations,estimate,total,donations_per_1000
20601,6976,25517,190404.72999999975,273.38636987106634
20602,6758,26550,109716.81999999996,254.53860640301318
20603,12854,31975,248108.6100000006,402.00156372165753
20606,11,374,131.43,29.41176470588235
20607,6889,10843,181393.81000000043,635.3407728488426
20608,337,860,2569.720000000003,391.8604651162791
20609,61,1151,2290,52.99739357080799
20611,46,1634,1206,28.151774785801713
20612,21,203,399.17,103.44827586206897
20613,6436,14020,170352.85000000012,459.0584878744651
20615,25,421,633,59.38242280285035
20616,1703,6389,38740.899999999994,266.5518860541556
20617,274,832,7542.26,329.3269230769231
20618,313,406,6069.32,770.935960591133
20619,2733,15052,63659.01000000006,181.57055540791922
20620,393,1369,7357.65,287.0708546384222
20621,66,960,967,68.75
20622,356,6887,8922.109999999999,51.69159285610571
20623,2075,2997,33616.96000000001,692.3590256923591
20624,60,1409,795,42.583392476933994
20625,454,646,9224.020000000004,702.7863777089783
20626,240,304,3636.8600000000006,789.4736842105264
20628,43,477,12163.26,90.14675052410902
20629,37,383,813,96.60574412532637
20630,371,301,24333.75,1232.5581395348836
20632,21,432,2812.5,48.611111111111114
20634,1095,6478,27256.079999999944,169.03365236184007
20636,2316,10805,58391.37,214.345210550671
20637,2083,5751,40167.06999999999,362.19787862980354
20639,3313,15793,119571.28999999998,209.77648325207372
20640,1569,10333,24599.82999999998,151.84360785831802
20645,199,749,10778.3,265.6875834445928
20646,5566,21951,130374.95000000004,253.56475786980093
20650,3964,14672,144375.84000000023,270.1744820065431
20653,3608,24274,81705.0799999999,148.6364010875834
20657,5067,19226,125720.03000000009,263.54936024133985
20658,288,848,10475.370000000004,339.62264150943395
20659,2061,23312,66697.38,88.40940288263555
20660,5,0,190,Inf
20662,316,2876,3207.0199999999995,109.87482614742699
20664,225,3462,19794.23,64.99133448873484
20667,37,633,1525.39,58.45181674565561
20670,100,1441,2542.67,69.39625260235947
20674,355,848,9889.67,418.6320754716981
20675,265,2017,13192.1,131.38324243926624
20676,4042,3848,51759.59,1050.4158004158005
20677,666,2416,19220.51,275.6622516556291
20678,2380,12261,49224.85999999996,194.11141016230323
20680,87,934,6197.360000000001,93.14775160599571
20684,90,1066,3067.24,84.42776735459661
20685,2422,6942,44961.41000000005,348.8908095649669
20686,776,1775,26377.35,437.1830985915493
20687,80,448,2937.49,178.57142857142858
20688,3855,1749,84676.29000000008,2204.1166380789023
20689,201,2081,18325.74,96.58817876021143
20690,697,905,10894.629999999992,770.1657458563535
20692,161,899,5585.110000000001,179.08787541713014
20693,226,833,5676.370000000001,271.3085234093637
20695,4407,8089,98344.96999999994,544.8139448633948
20701,127,92,5610.76,1380.4347826086955
20705,8949,27663,263127.96999999945,323.5007049126993
20706,12313,43670,314519.8699999994,281.95557591023584
20707,16759,32798,392772.42999999854,510.97627904140495
20708,7135,27843,155413.97000000026,256.258305498689
20710,645,9553,28141.24,67.51805715482047
20711,1572,7413,67949.20999999996,212.05989477944152
20712,4346,9608,127500.21000000004,452.33139050791004
20714,2108,4683,41288.52999999997,450.13879991458464
20715,17641,27556,314771.77000000153,640.1872550442735
20716,9976,22237,277360.8199999999,448.62166659171646
20720,17274,22971,545108.1899999978,751.9916416351051
20721,27247,29730,1016134.5099999992,916.4816683484696
20722,4938,5728,57960.55000000015,862.0810055865921
20723,12363,35411,402577.18000000034,349.12880178475615
20724,6276,17513,110552.95999999986,358.3623593901673
20732,4164,9820,104842.46,424.03258655804484
20733,1910,2777,50651.11,687.7925819229384
20735,15308,38220,316990.6299999999,400.52328623757194
20736,3030,9248,72934.04000000002,327.6384083044982
20737,3706,22295,102120.56000000011,166.2256111235703
20740,12587,31349,317914.8899999996,401.5120099524706
20742,56,6726,12867.61,8.325899494498959
20743,6852,37888,165297.1299999999,180.84881756756758
20744,31497,54925,615052.9699999988,573.4547109695038
20745,12754,27790,230824.93999999977,458.9420654911839
20746,5612,27041,110835.93000000008,207.53670352427795
20747,9223,40484,156460.6300000003,227.8183973915621
20748,12089,38904,230580.97000000085,310.73925560353695
20751,943,2091,30918.42999999999,450.98039215686276
20754,1806,7124,52836.890000000014,253.50926445816958
20755,718,10873,13748.61,66.03513289800424
20758,169,451,6653.169999999999,374.72283813747225
20759,4003,5311,216717.4500000003,753.7186970438712
20762,160,3079,2821.08,51.96492367651835
20763,1067,1635,16640.289999999997,652.5993883792049
20764,1593,3829,58113.28999999995,416.03551841211805
20765,376,407,18800.06,923.8329238329238
20769,7457,6222,183612.53000000017,1198.4892317582771
20770,17073,24560,470197.8199999965,695.1547231270358
20772,24555,45321,701566.209999997,541.801813728735
20774,28133,47165,790564.2600000018,596.4804410049826
20776,1344,3271,43335.319999999985,410.8835218587588
20777,2707,3687,111532.35999999994,734.2012476267969
20778,1436,2079,39547.169999999984,690.7166907166908
20779,687,993,29339.599999999988,691.8429003021148
20781,5853,11694,231033.8899999996,500.5130836326321
20782,12863,33398,595571.0799999984,385.14282292352834
20783,5720,45302,339753.4999999998,126.26374111518254
20784,5749,30270,90245.51000000014,189.92401717872482
20785,11413,38878,374647.23999999976,293.55933947219506
20794,2890,17939,65081.25000000002,161.1015106750655
20812,416,309,82029.63,1346.2783171521035
20814,54366,29021,3840965.980000051,1873.333103614624
20815,77637,30664,9090681.019999975,2531.8614662144532
20816,35071,16316,3206491.790000002,2149.485167933317
20817,65357,37315,5935171.610000005,1751.4940372504354
20818,3976,1971,339569.6300000002,2017.250126839168
20832,15646,26437,505974.4099999999,591.8220675568332
20833,4572,7369,170021.89000000042,620.4369656669833
20837,4684,6287,155442.2500000004,745.0294257992683
20838,448,302,18843.38,1483.4437086092717
20839,462,97,11704.82,4762.886597938144
20841,4010,11443,161266.3100000001,350.4325788691777
20842,978,1676,55610.649999999994,583.5322195704057
20850,45289,53176,1625183.4800000193,851.6812095682262
20851,5030,15489,158464.17000000016,324.7465943572858
20852,48307,46178,1984718.029999996,1046.1042054658062
20853,19911,31061,556389.1599999968,641.0289430475516
20854,55150,49189,4750407.0800000075,1121.1856309337454
20855,10620,15287,442482.6699999997,694.70792176359
20860,4148,2855,138927.70000000022,1452.889667250438
20861,2729,1449,124085.48999999998,1883.367839889579
20862,260,341,16786.32,762.4633431085044
20866,6180,16365,175550.99000000046,377.6351970669111
20868,451,780,11939.11,578.2051282051283
20871,8598,18628,204083.8700000006,461.56323813613915
20872,7302,12603,125311.22000000012,579.3858605094025
20874,22381,61087,527915.7199999968,366.37909866256325
20876,9660,30778,214333.43000000037,313.8605497433232
20877,15286,38423,371444.01,397.83463029956016
20878,41096,63030,1313016.679999994,652.0069808027923
20879,10054,26164,219295.58000000264,384.26846048004893
20880,1356,547,52557.24000000001,2478.9762340036564
20882,8651,13988,261341.96000000025,618.4586788676007
20886,16207,34834,362243.20999999874,465.26382270195785
20895,26497,19026,1347975.3600000064,1392.6731840639127
20896,1962,775,161566.2600000002,2531.6129032258063
20899,30,295,3050,101.6949152542373
20901,42989,36278,1309525.8700000062,1184.9881470863886
20902,29875,52908,1073108.0000000023,564.6594087850608
20903,6587,27973,250580.09999999992,235.47706717191576
20904,41324,55275,1477418.6700000064,747.6074174581637
20905,12733,18662,509001.05000000366,682.2955738934734
20906,54095,70749,1138991.140000007,764.6044467059605
20910,60712,44301,2979373.470000009,1370.4431051217805
20912,38778,26140,1936275.090000004,1483.4736036725324
21001,9185,24752,126335.17999999996,371.0811247575954
21005,1513,2872,7449.8,526.8105849582173
21009,5538,29905,94785.23000000004,185.18642367497074
21010,1196,211,18019.26,5668.246445497631
21012,11344,21600,448162.7999999995,525.1851851851852
21013,1809,4768,42460.45999999997,379.40436241610735
21014,9571,36538,216782.57000000024,261.94646669221083
21015,7969,29199,198034.8099999996,272.92030548991403
21017,1139,6983,18434.4,163.11041099813832
21028,777,2783,21243.45,279.195113187208
21029,5070,10895,334097.21000000037,465.35107847636533
21030,9939,24396,375350.1199999992,407.40285292670933
21031,10,0,589.24,Inf
21032,5033,8084,231805.08,622.5878278080158
21034,608,3483,23530.29,174.5621590582831
21035,6200,7957,200449.85000000024,779.1881362322483
21036,1189,2112,69995.87,562.9734848484849
21037,9471,21046,376584.1499999987,450.01425449016443
21040,2305,24166,33320.56,95.38194157080196
21042,28455,41195,1050627.5999999992,690.7391673746814
21043,20844,47351,686790.2499999983,440.2018964752593
21044,44569,44256,1337506.6200000034,1007.0724873463486
21045,30660,40365,803755.2300000013,759.568933481977
21046,11234,15655,309389.19999999896,717.5982114340467
21047,2633,12266,69101.56999999999,214.65840534811676
21048,2073,10276,66157.87999999996,201.73219151420787
21050,3563,18123,70752.11000000012,196.6010042487447
21051,461,295,25766.14,1562.7118644067796
21052,16,211,551,75.82938388625593
21053,776,3225,14091.339999999998,240.6201550387597
21054,5833,11199,159548.24000000028,520.8500758996339
21056,98,158,38413,620.253164556962
21057,2464,4232,65720.03000000001,582.2306238185255
21060,14209,34899,173872.13999999993,407.1463365712484
21061,10219,53860,168692.45000000004,189.73264017823988
21071,287,581,8471.130000000001,493.9759036144578
21074,2983,15166,55540.70000000002,196.6899643940393
21075,8984,33726,224807.7100000003,266.38201980667736
21076,6352,17442,235382.90000000017,364.1784199059741
21077,85,276,1464.38,307.9710144927536
21078,7808,18366,212588.47000000055,425.1333986714581
21082,459,656,13343.93,699.6951219512196
21084,1638,7603,29954.660000000033,215.44127318163882
21085,2745,16055,55980.65999999996,170.97477421364061
21087,656,5394,20466.26,121.61661104931406
21090,1933,9991,50232.64000000003,193.47412671404263
21093,22218,37996,633944.1899999967,584.7457627118644
21102,3317,11787,51923.16000000006,281.41172478153896
21104,4210,5762,99374.20000000011,730.6490801804929
21105,28,0,267,Inf
21108,6603,18782,220072.7800000001,351.5600042593973
21111,3969,5387,93046.8800000003,736.7737144978652
21113,16279,34473,444059.96000000014,472.22463957299914
21114,8848,27303,236144.47000000044,324.0669523495587
21117,23052,59301,657696.399999998,388.728689229524
21120,2596,7095,77234.65999999997,365.891472868217
21122,9609,61051,221055.7499999993,157.39299929567082
21128,1908,13985,49255.929999999986,136.43189131212014
21130,7,156,225,44.87179487179487
21131,2873,7282,130327.89000000012,394.53446855259546
21132,185,3232,6295.84,57.240099009900995
21133,8682,33299,146954.52000000025,260.7285504069191
21136,11483,34177,323548.850000002,335.9861895426749
21140,1294,3564,55152.62999999996,363.07519640852973
21144,11718,35335,222529.8500000001,331.6258667044008
21146,13148,27555,487095.9399999995,477.1547813463981
21152,1796,5462,80268.00000000007,328.8172830465031
21153,1329,447,41921.91000000001,2973.1543624161072
21154,568,5804,14000.14,97.86354238456236
21155,578,2532,15340.34,228.2780410742496
21156,40,316,1304.9999999999998,126.58227848101266
21157,8691,37749,202460.4400000002,230.2312644043551
21158,4343,20906,99560.21000000004,207.73940495551517
21160,285,2933,5854.12,97.17013296965564
21161,1036,5601,26816.29999999997,184.96697018389574
21162,705,4331,11934.46,162.77995843915954
21163,4816,7030,171400.08000000005,685.0640113798008
21201,6643,17256,366729.6200000009,384.9675475197033
21202,6148,21784,382084.8500000009,282.22548659566655
21204,12273,21545,511605.4999999996,569.644929217916
21205,1021,16239,23248.110000000015,62.873329638524545
21206,6518,52020,111044.22,125.29796232218376
21207,13152,48872,198563.10000000015,269.1111474873138
21208,21511,35266,700900.8699999987,609.964271536324
21209,26774,28309,644100.539999995,945.7769613903706
21210,25454,15553,1443604.7700000436,1636.5974410081656
21211,13357,16370,433904.2699999998,815.9437996334758
21212,25556,33431,1146181.100000002,764.4401902425892
21213,3715,31007,75637.8300000001,119.81165543264424
21214,7525,21392,156481.40000000066,351.7670157068063
21215,10084,58283,148706.3900000006,173.01786112588576
21216,3837,30179,59446.779999999984,127.14138970807515
21217,6787,33644,338081.31999999844,201.72987754131495
21218,31378,47555,1018091.8099999998,659.8254652507622
21219,1232,9550,28739.510000000017,129.00523560209425
21220,3341,41051,75693.55000000031,81.38656792769969
21221,3250,42078,65432.59999999995,77.23751128855933
21222,3776,55212,62814.88999999995,68.39092950807796
21223,1598,22392,27742.830000000005,71.36477313326188
21224,12042,49332,379731.1799999997,244.10119192410608
21225,2446,34363,27074.09999999997,71.18121235049327
21226,636,6247,12090.19,101.80886825676325
21227,4190,33589,96694.33000000005,124.74321950638601
21228,26381,48196,597323.7399999986,547.3690762718898
21229,8355,45921,157636.48000000007,181.94290194028875
21230,13266,34274,623503.7299999964,387.0572445585575
21231,7981,15854,281612.8999999996,503.4060804844204
21234,12937,68381,250143.7600000003,189.1899796727161
21236,5621,39707,122992.59000000026,141.56194121943233
21237,3793,30129,79481.20000000007,125.89199774303827
21239,11716,30424,161538.66000000044,385.09071785432553
21240,14,0,522,Inf
21244,9590,36394,141657.7900000002,263.50497334725503
21250,5,2367,206,2.112378538234051
21251,9,965,134,9.32642487046632
21252,9,2383,120,3.7767519932857745
21286,12808,19849,415242.91999999946,645.2718021058995
21401,36733,38315,1649639.400000007,958.7106877202141
21402,172,6669,9181.1,25.790973159394213
21403,25115,31377,1333098.2500000054,800.4270644102368
21405,1726,337,51961.95999999998,5121.661721068249
21409,11407,19931,445531.4299999982,572.3245195925945
21502,7293,42391,116830.50000000042,172.04123516784222
21520,197,2200,8828.130000000001,89.54545454545453
21521,53,1102,890.1600000000001,48.09437386569873
21523,6,188,46,31.914893617021274
21524,5,775,7,6.451612903225806
21529,33,434,886,76.036866359447
21530,475,1859,11216.91,255.51371705217858
21531,191,1868,4804.52,102.24839400428264
21532,1754,14726,43536.08000000003,119.10905880755126
21536,466,4123,10208.63,113.02449672568518
21538,17,410,85,41.463414634146346
21539,28,2606,785.4200000000001,10.744435917114352
21540,1,102,56.18,9.803921568627452
21541,381,1421,19362.08,268.1210415200563
21545,55,1740,972.24,31.609195402298855
21550,1946,14077,54859.00000000003,138.23968175037297
21555,229,1586,5493.5,144.38839848675914
21557,71,1410,1640.1999999999998,50.354609929078016
21561,752,2464,17515.689999999995,305.1948051948052
21562,202,3519,2810.76,57.4026712134129
21601,15791,23399,628699.1599999968,674.8578999102526
21607,2,737,350,2.7137042062415193
21610,279,433,3615.8,644.3418013856813
21612,232,381,8710.380000000001,608.9238845144357
21613,3942,17132,120616.02999999994,230.09572729395285
21617,3054,10570,57825.34999999997,288.9309366130558
21619,3573,5964,96216.21999999994,599.0945674044266
21620,7513,12850,422426.1699999993,584.6692607003891
21622,17,854,546.72,19.90632318501171
21623,282,1989,7916.639999999999,141.77978883861238
21624,164,175,8929.2,937.1428571428571
21625,258,2583,8292.2,99.88385598141696
21627,4,0,28,Inf
21628,119,448,2211.88,265.625
21629,1206,9396,24259.210000000006,128.35249042145594
21631,94,2814,3551.46,33.4044065387349
21632,758,6078,8827.550000000001,124.71207634090162
21635,611,1983,12718.539999999995,308.11901159858803
21636,58,1015,1112,57.14285714285714
21638,1114,5130,33617.01,217.15399610136453
21639,559,5279,10110.96,105.89126728547073
21640,141,1499,3286.5,94.06270847231488
21641,17,88,197,193.1818181818182
21643,740,5864,13598.149999999998,126.193724420191
21645,196,1261,5711.840000000006,155.4321966693101
21647,635,288,15435.859999999995,2204.8611111111113
21648,4,175,240,22.857142857142858
21649,100,1935,2484.55,51.67958656330749
21650,222,246,8666,902.439024390244
21651,297,2894,5999.56,102.62612301313062
21652,249,118,5809.5,2110.169491525424
21653,75,143,1085,524.4755244755245
21654,6312,986,175200.69,6401.6227180527385
21655,427,4747,15772.760000000002,89.95154834632399
21657,61,910,2836.7200000000003,67.03296703296704
21658,916,3987,52629.99000000004,229.74667669927263
21659,1,1356,10,0.7374631268436578
21660,722,4292,14024.06,168.21994408201306
21661,1339,2487,25956.929999999997,538.3996783273019
21662,821,418,71666.80999999998,1964.1148325358852
21663,3198,3424,165478.48000000045,933.9953271028038
21664,37,445,803,83.14606741573034
21665,141,215,8093.42,655.8139534883721
21666,3570,12836,104492.80000000018,278.12402617637895
21667,445,292,7539.389999999999,1523.972602739726
21668,148,1816,2688.7899999999995,81.49779735682819
21669,146,254,4473.520000000004,574.8031496062991
21671,397,984,13720.66,403.4552845528455
21672,6,161,92,37.267080745341616
21673,437,3270,18756.35,133.63914373088684
21676,78,424,9237.36,183.96226415094338
21677,28,446,1214,62.780269058295964
21678,1059,1842,22807.97999999999,574.9185667752444
21679,213,289,5971.209999999999,737.0242214532872
21701,24907,37017,631639.1800000038,672.8530134802928
21702,17174,41815,430403.05999999936,410.7138586631591
21703,8726,37473,203219.95000000024,232.86099324847223
21704,5672,16887,213888.01000000007,335.87967075265
21705,449,3,9141.1,149666.66666666666
21710,1509,4859,45716.58000000003,310.5577279275571
21711,30,1076,741,27.881040892193308
21713,1829,10728,40567.68999999998,170.48844146159584
21714,426,216,15300.23,1972.2222222222224
21716,2201,5078,47591.569999999985,433.43836155966915
21717,97,77,3016.26,1259.7402597402597
21718,165,151,4618.8,1092.7152317880796
21719,115,1002,1636.0099999999998,114.77045908183632
21722,248,5748,4822.030000000004,43.14544189283229
21723,214,759,7010.54,281.9499341238472
21727,606,6792,16539.529999999995,89.2226148409894
21733,95,897,2380.62,105.90858416945373
21734,137,816,2700,167.89215686274508
21737,1141,2462,42184.98,463.4443541835906
21738,2133,3827,91235.83999999994,557.3556310425921
21740,9084,61768,156266.82999999897,147.06644217070328
21742,9377,33483,180980.25000000055,280.05256398769524
21750,1588,3694,25647.73999999999,429.88630211153225
21754,3459,6667,99558.51999999968,518.8240587970602
21755,2271,5603,65008.77999999997,405.3185793325004
21756,706,3056,23079.649999999976,231.02094240837695
21757,121,2793,3157.34,43.32259219477264
21758,1923,5127,35589.54000000006,375.07314218841424
21762,127,202,4213.839999999999,628.7128712871287
21766,28,483,1177.77,57.971014492753625
21767,79,650,3614.53,121.53846153846153
21769,3776,11629,108657.45999999992,324.7054776850976
21770,1985,5513,51007.11,360.058044621803
21771,8933,29901,209328.0900000004,298.7525500819371
21773,1692,5431,26795.68000000001,311.5448352053029
21774,5176,13092,144050.66000000012,395.35594256034216
21776,1182,5516,21786.81,214.28571428571428
21777,720,1868,13418.1,385.4389721627409
21778,187,909,2955.6699999999983,205.72057205720574
21779,475,1032,6884.26,460.27131782945736
21780,227,1614,6613.8499999999995,140.6443618339529
21781,2,153,110,13.071895424836601
21782,1239,4495,23007.480000000003,275.6395995550612
21783,1072,8894,22073.15,120.53069485046099
21784,9655,37365,257843.1300000003,258.3968954904322
21787,944,10173,30285.629999999997,92.79465251155018
21788,2817,11910,109285.4999999998,236.52392947103274
21790,5,157,349.24,31.84713375796178
21791,1283,5245,18969.599999999995,244.6139180171592
21793,2311,10416,63179.49999999996,221.87019969278035
21794,648,2277,27815.850000000013,284.5849802371542
21795,1602,9147,25785.01000000001,175.13938996392258
21797,3224,8873,169015.33999999994,363.349487208385
21798,331,2057,18457.95,160.91395235780263
21801,4484,29866,130242.52999999998,150.13727984999664
21802,194,90,2387.96,2155.5555555555557
21804,7964,40877,177007.2200000002,194.8283876018299
21810,3,814,90,3.6855036855036856
21811,9781,24071,276675.0200000005,406.33957874620916
21813,1012,2672,18157.769999999997,378.7425149700599
21814,274,268,5105.589999999998,1022.3880597014925
21817,312,4515,6336.919999999993,69.1029900332226
21821,155,871,2020.34,177.95637198622273
21822,632,1687,12221.479999999998,374.6295198577356
21824,16,101,166,158.41584158415841
21826,717,5325,10358.839999999998,134.64788732394368
21829,17,401,435,42.394014962593516
21830,383,4060,9341.89,94.33497536945814
21835,19,337,79,56.37982195845697
21837,509,3200,5382.609999999997,159.0625
21838,55,1657,1579,33.1925165962583
21840,59,438,936.9400000000002,134.70319634703196
21841,349,1580,6055.21,220.8860759493671
21842,2437,10655,52256.51999999999,228.71891130924448
21849,541,3577,11445.820000000002,151.24405926754264
21850,110,2935,1634.26,37.47870528109029
21851,810,6949,13798.000000000004,116.5635343214851
21853,555,11957,8938.869999999994,46.41632516517521
21856,221,875,2715.48,252.57142857142856
21861,42,689,1238.16,60.95791001451379
21862,2,90,20,22.22222222222222
21863,778,4657,15254.77,167.0603392742109
21864,59,548,2239.66,107.66423357664233
21865,284,594,5664.640000000003,478.1144781144781
21867,3,23,104,130.43478260869566
21869,178,1145,1823.8399999999983,155.45851528384281
21871,135,2198,2733.2100000000005,61.41947224749773
21872,51,379,683.82,134.5646437994723
21874,139,1874,1668.7499999999998,74.17289220917823
21875,853,6676,14828.73,127.77112043139604
21901,2086,16790,51409.42999999997,124.24061941631923
21902,44,215,410,204.65116279069767
21903,1147,5947,15152.06,192.87035480073985
21904,1461,7075,27753.210000000003,206.5017667844523
21911,1120,11130,18688.95999999996,100.62893081761007
21912,119,1139,4150.6,104.4776119402985
21913,93,880,2956.27,105.68181818181819
21914,114,860,2967.6400000000003,132.5581395348837
21915,792,2949,16423.720000000012,268.5656154628688
21916,23,44,382,522.7272727272727
21917,167,2127,6169.52,78.51433944522802
21918,604,3692,11263.31,163.59696641386782
21919,995,2919,19727.17,340.8701610140459
21920,16,491,331,32.586558044806516
21921,6975,46162,152703.25000000015,151.098305965946
21930,55,132,2363,416.6666666666667
